Group Name,Rank,Species (50 CFR Part 17),Status,FWS Total,Other Fed,Federal Total,States Total,Species Total
"",,"Duck, Hawaiian (=koloa) (Anas wyvilliana) -",,,,,,,
"",152,,E,"$88,860","$760,984",,"$849,844",$0,"$849,844"
"",,Wherever found,,,,,,,
"",,"Duck, Laysan (Anas laysanensis) - Wherever",,,,,,,
"",530,,E,"$61,773",$300,,"$62,073",$0,"$62,073"
"",,found,,,,,,,
Group Name,Rank,Species (50 CFR Part 17) Status,,FWS Total,Other Fed,Federal Total,States Total,Species Total
"",,"Eider, spectacled (Somateria fischeri) -",,,,,,
"",63,T,,"$759,000","$3,088,136","$3,847,136",$0,"$3,847,136"
"",,Wherever found,,,,,,
"",,"Eider, Steller's (Polysticta stelleri) - AK",,,,,,
"",67,T,,"$574,000","$3,113,916","$3,687,916",$0,"$3,687,916"
"",,breeding pop.,,,,,,
"",,"Elepaio, Oahu (Chasiempis ibidis) - Wherever",,,,,,
"",770,E,,"$22,655",$0,"$22,655",$0,"$22,655"
"",,found,,,,,,
"",,"Falcon, Northern Aplomado (Falco femoralis",,,,,,
"",350,"septentrionalis) - Wherever found, except where E",,$0,"$157,326","$157,326",$0,"$157,326"
"",,listed as an experimental population,,,,,,
"",,"Falcon, Northern Aplomado (Falco femoralis",,,,,,
"",380,EXPN,,"$19,700","$114,500","$134,200",$0,"$134,200"
"",,"septentrionalis) - U.S.A (AZ, NM)",,,,,,
"",,"Finch, Laysan (honeycreeper) (Telespyza",,,,,,
"",836,E,,"$17,713",$0,"$17,713",$0,"$17,713"
"",,cantans) - Wherever found,,,,,,
"",,"Finch, Nihoa (honeycreeper) (Telespyza ultima)",,,,,,
"",813,E,,"$19,133",$0,"$19,133",$0,"$19,133"
"",,- Wherever found,,,,,,
"",,"Flycatcher, southwestern willow (Empidonax",,,,,,
"",42,E,,"$438,021","$6,850,696","$7,288,717","$1,830","$7,290,547"
"",,traillii extimus) - Wherever found,,,,,,
"",,"Gallinule, Hawaiian common (Gallinula galeata",,,,,,
"",165,E,,"$122,845","$599,145","$721,990",$0,"$721,990"
"",,sandvicensis) - Wherever found,,,,,,
"",,"Gnatcatcher, coastal California (Polioptila",,,,,,
"",71,T,,"$884,960","$2,242,596","$3,127,556",$0,"$3,127,556"
"",,californica californica) - Wherever found,,,,,,
"",,"Goose, Hawaiian (Branta (=Nesochen)",,,,,,
"",102,E,,"$331,937","$1,167,348","$1,499,285",$0,"$1,499,285"
"",,sandvicensis) - Wherever found,,,,,,
"",,"Ground-Dove, Friendly (Gallicolumba stairi) -",,,,,,
"",869,E,,"$15,758",$0,"$15,758",$0,"$15,758"
"",,American Samoa DPS,,,,,,
"",,"Hawk, Hawaiian (='lo) (Buteo solitarius) -",,,,,,
"",268,E,,"$104,674","$198,200","$302,874",$0,"$302,874"
"",,Wherever found,,,,,,
"",,"Hawk, Puerto Rican broad-winged (Buteo",,,,,,
"",870,E,,"$15,500",$250,"$15,750",$0,"$15,750"
"",,platypterus brunnescens) - Wherever found,,,,,,
"",,"Hawk, Puerto Rican sharp-shinned (Accipiter",,,,,,
"",368,E,,"$117,000","$22,750","$139,750",$0,"$139,750"
"",,striatus venator) - Wherever found,,,,,,
"",,"Honeycreeper, (Akohekohe) crested (Palmeria",,,,,,
"",403,E,,"$18,135","$105,000","$123,135",$0,"$123,135"
"",,dolei) - Wherever found,,,,,,
Group Name,Rank,Species (50 CFR Part 17),Status,FWS Total,Other Fed,,Federal Total,States Total,Species Total
"",,"(honeyeater), Mao (= maomao) (Gymnomyza",,,,,,,
"",932,,E,"$12,929",$0,,"$12,929",$0,"$12,929"
"",,samoensis) - Wherever found,,,,,,,
"",,"Horned lark, streaked (Eremophila alpestris",,,,,,,
"",121,,T,"$724,564","$330,709",,"$1,055,273","$31,000","$1,086,273"
"",,strigata) - Wherever found,,,,,,,
"",356,`I`iwi (Drepanis coccinea) - Wherever found,T,"$44,660","$107,341",,"$152,001",$0,"$152,001"
"",,"Kingfisher, Guam Micronesian (Halcyon",,,,,,,
"",401,,E,"$64,511","$59,002",,"$123,513",$0,"$123,513"
"",,cinnamomina cinnamomina) - Wherever found,,,,,,,
"",,"Kite, Everglade snail (Rostrhamus sociabilis",,,,,,,
"",111,,E,"$448,000","$884,647",,"$1,332,647",$0,"$1,332,647"
"",,plumbeus) - Wherever found,,,,,,,
"",,"Knot, red (Calidris canutus rufa) - Wherever",,,,,,,
"",144,,T,"$504,095","$372,730",,"$876,825","$62,360","$939,185"
"",,found,,,,,,,
"",,"Megapode, Micronesian (Megapodius",,,,,,,
"",483,,E,"$30,656","$47,617",,"$78,273",$0,"$78,273"
"",,laperouse) - Wherever found,,,,,,,
"",,"Millerbird, Nihoa (old world warbler)",,,,,,,
"",689,(Acrocephalus familiaris kingi) - Wherever,E,"$30,135",$0,,"$30,135",$0,"$30,135"
"",,found,,,,,,,
"",,"Moorhen, Mariana common (Gallinula",,,,,,,
"",623,,E,"$34,001","$6,221",,"$40,222",$0,"$40,222"
"",,chloropus guami) - Wherever found,,,,,,,
"",,"Murrelet, marbled (Brachyramphus",,,,,,,
"",46,,T,"$2,128,419","$2,145,462",,"$4,273,881","$1,618,600","$5,892,481"
"",,"marmoratus) - U.S.A. (CA, OR, WA)",,,,,,,
"",,"Nightjar, Puerto Rican (Caprimulgus",,,,,,,
"",999,,E,"$10,000",$250,,"$10,250",$0,"$10,250"
"",,noctitherus) - Wherever found,,,,,,,
"",,"Nukupuu, Kauai (Hemignathus hanapepe) -",,,,,,,
"",834,,E,"$17,828",$0,,"$17,828",$0,"$17,828"
"",,Wherever found,,,,,,,
"",,"Nukupuu, Maui (Hemignathus affinis) -",,,,,,,
"",771,,E,"$22,357",$0,,"$22,357",$0,"$22,357"
"",,Wherever found,,,,,,,
"",,"`O`o, Kauai (honeyeater) (Moho braccatus) -",,,,,,,
"",968,,E,"$11,663",$0,,"$11,663",$0,"$11,663"
"",,Wherever found,,,,,,,
"",,`O`u (honeycreeper) (Psittirostra psittacea) -,,,,,,,
"",941,,E,"$12,588",$0,,"$12,588",$0,"$12,588"
"",,Wherever found,,,,,,,
"",,"Owl, Mexican spotted (Strix occidentalis",,,,,,,
"",153,,T,"$84,800","$762,156",,"$846,956",$0,"$846,956"
"",,lucida) - Wherever found,,,,,,,
"",,"Owl, northern spotted (Strix occidentalis",,,,,,,
"",5,,T,"$4,072,138","$40,446,261",,"$44,518,399","$914,600","$45,432,999"
"",,caurina) - Wherever found,,,,,,,
"",,Palila (honeycreeper) (Loxioides bailleui) -,,,,,,,
"",411,,E,"$98,027","$11,150",,"$109,177",$0,"$109,177"
"",,Wherever found,,,,,,,
Group Name,Rank,Species (50 CFR Part 17),Status,FWS Total,Other Fed,Federal Total,States Total,Species Total
"",,"Parrotbill, Maui (Kiwikiu) (Pseudonestor",,,,,,
"",366,,E,"$36,533","$105,000","$141,533",$0,"$141,533"
"",,xanthophrys) - Wherever found,,,,,,
"",,"Parrot, Puerto Rican (Amazona vittata) -",,,,,,
"",97,,E,"$1,512,500","$130,000","$1,642,500",$0,"$1,642,500"
"",,Wherever found,,,,,,
"",,"Parrot, thick-billed (Rhynchopsitta",,,,,,
"",1267,,E,$200,$0,$200,$0,$200
"",,pachyrhyncha) - Wherever found,,,,,,
"",,"Petrel, Bermuda (Pterodroma cahow) -",,,,,,
"",1077,,E,"$8,000",$0,"$8,000",$0,"$8,000"
"",,Wherever found,,,,,,
"",,"Petrel, Hawaiian (Pterodroma sandwichensis) -",,,,,,
"",163,,E,"$255,211","$492,954","$748,165",$0,"$748,165"
"",,Wherever found,,,,,,
"",,"Pigeon, Puerto Rican plain (Columba inornata",,,,,,
"",902,,E,"$12,500","$1,707","$14,207",$0,"$14,207"
"",,wetmorei) - Wherever found,,,,,,
"",,"Plover, piping (Charadrius melodus) - [Great",,,,,,
"",,"Lakes watershed DPS] - Great Lakes, watershed",,,,,,
"",118,,E,"$831,029","$290,654","$1,121,683","$35,099","$1,156,782"
"",,"in States of IL, IN, MI, MN, NY, OH, PA, and",,,,,,
"",,WI and Canada (Ont.),,,,,,
"",,"Plover, piping (Charadrius melodus) - [Atlantic",,,,,,
"",,Coast and Northern Great Plains populations] -,,,,,,
"",38,,T,"$1,336,288","$6,426,543","$7,762,831","$368,502","$8,131,333"
"",,"Wherever found, except those areas where",,,,,,
"",,listed as endangered.,,,,,,
"",,"Plover, western snowy (Charadrius nivosus",,,,,,
"",,nivosus) - Pacific Coast population DPS-U.S.A.,,,,,,
"",60,,T,"$1,496,588","$2,499,382","$3,995,970","$92,400","$4,088,370"
"",,"(CA, OR, WA), Mexico (within 50 miles of",,,,,,
"",,Pacific coast),,,,,,
"",,Po`ouli (honeycreeper) (Melamprosops,,,,,,
"",469,,E,"$84,263",$0,"$84,263",$0,"$84,263"
"",,phaeosoma) - Wherever found,,,,,,
"",,"Prairie-chicken, Attwater's greater",,,,,,
"",227,(Tympanuchus cupido attwateri) - Wherever,E,"$432,835","$10,500","$443,335",$0,"$443,335"
"",,found,,,,,,
"",,"Rail, California clapper (Rallus longirostris",,,,,,
"",110,,E,"$617,416","$724,927","$1,342,343",$0,"$1,342,343"
"",,obsoletus) - Wherever found,,,,,,
"",,"Rail, Guam (Rallus owstoni) - Wherever found,",,,,,,
"",479,except where listed as an experimental,E,"$34,171","$44,861","$79,032",$0,"$79,032"
"",,population,,,,,,
"",717,"Rail, Guam (Rallus owstoni) - Rota",EXPN,"$27,125",$0,"$27,125",$0,"$27,125"
"",,"Rail, light-footed clapper (Rallus longirostris",,,,,,
"",247,,E,"$169,833","$200,325","$370,158",$0,"$370,158"
"",,levipes) - Wherever found,,,,,,
Group Name,Rank,Species (50 CFR Part 17),Status,FWS Total,Other Fed,Federal Total,States Total,Species Total
"",,"Rail, Yuma Ridgways (Rallus obsoletus",,,,,,
"",77,,E,"$554,371","$2,024,772","$2,579,143",$0,"$2,579,143"
"",,[=longirostris] yumanensis) - Wherever found,,,,,,
"",,"Sage-grouse, Gunnison (Centrocercus minimus)",,,,,,
"",103,,T,$0,"$1,030,379","$1,030,379","$464,417","$1,494,796"
"",,- Wherever found,,,,,,
"",,"Scrub-jay, Florida (Aphelocoma coerulescens) -",,,,,,
"",117,,T,"$480,000","$685,757","$1,165,757",$0,"$1,165,757"
"",,Wherever found,,,,,,
"",,"Shearwater, Newell's Townsend's (Puffinus",,,,,,
"",304,,T,"$214,506","$8,954","$223,460",$0,"$223,460"
"",,auricularis newelli) - Wherever found,,,,,,
"",,"Shrike, San Clemente loggerhead (Lanius",,,,,,
"",76,,E,"$30,050","$2,597,414","$2,627,464",$0,"$2,627,464"
"",,ludovicianus mearnsi) - Wherever found,,,,,,
"",,"Sparrow, Cape Sable seaside (Ammodramus",,,,,,
"",113,,E,"$507,000","$741,425","$1,248,425",$0,"$1,248,425"
"",,maritimus mirabilis) - Wherever found,,,,,,
"",,"Sparrow, Florida grasshopper (Ammodramus",,,,,,
"",252,,E,"$230,000","$128,094","$358,094",$0,"$358,094"
"",,savannarum floridanus) - Wherever found,,,,,,
"",,"Sparrow, San Clemente sage (Amphispiza belli",,,,,,
"",137,,T,"$21,849","$967,094","$988,943",$0,"$988,943"
"",,clementeae) - Wherever found,,,,,,
"",,"Stilt, Hawaiian (Himantopus mexicanus",,,,,,
"",147,,E,"$136,581","$775,396","$911,977",$0,"$911,977"
"",,knudseni) - Wherever found,,,,,,
"",,"Stork, wood (Mycteria americana) - AL, FL,",,,,,,
"",104,,T,"$225,000","$1,151,257","$1,376,257","$75,400","$1,451,657"
"",,"GA, MS, NC, SC",,,,,,
"",,"Storm-petrel, band-rumped (Oceanodroma",,,,,,
"",442,,E,"$86,983","$8,954","$95,937",$0,"$95,937"
"",,castro) - USA (HI),,,,,,
"",,"Swiftlet, Mariana gray (Aerodramus",,,,,,
"",262,,E,"$49,858","$267,965","$317,823",$0,"$317,823"
"",,vanikorensis bartschi) - Wherever found,,,,,,
"",,"Tern, California least (Sterna antillarum",,,,,,
"",86,,E,"$758,334","$1,378,417","$2,136,751",$0,"$2,136,751"
"",,browni) - Wherever found,,,,,,
"",45,"Tern, least (Sterna antillarum) - interior pop.",E,"$453,472","$5,500,502","$5,953,974","$56,801","$6,010,775"
"",,"Tern, roseate (Sterna dougallii dougallii) -",,,,,,
"",325,,E,"$52,483","$103,558","$156,041","$32,000","$188,041"
"",,Northeast U.S. nesting population,,,,,,
"",,"Tern, roseate (Sterna dougallii dougallii) -",,,,,,
"",459,,T,"$22,000","$65,000","$87,000",$0,"$87,000"
"",,Western Hemisphere except NE U.S.,,,,,,
"",,"Thrush, large Kauai (=kamao) (Myadestes",,,,,,
"",416,,E,"$104,441",$0,"$104,441",$0,"$104,441"
"",,myadestinus) - Wherever found,,,,,,
"",,"Thrush, Molokai (Myadestes lanaiensis rutha) -",,,,,,
"",911,,E,"$13,878",$0,"$13,878",$0,"$13,878"
"",,Wherever found,,,,,,
Group Name,Rank,Species (50 CFR Part 17),Status,FWS Total,Other Fed,,Federal Total,States Total,Species Total
"",,"Thrush, small Kauai (=puaiohi) (Myadestes",,,,,,,
"",706,,E,"$28,501",$0,,"$28,501",$0,"$28,501"
"",,palmeri) - Wherever found,,,,,,,
"",,"Towhee, Inyo California (Pipilo crissalis",,,,,,,
"",863,,T,"$9,453","$6,702",,"$16,155",$0,"$16,155"
"",,eremophilus) - Wherever found,,,,,,,
"",,"Vireo, least Bell's (Vireo bellii pusillus) -",,,,,,,
"",62,,E,"$864,338","$3,160,664",,"$4,025,002",$0,"$4,025,002"
"",,Wherever found,,,,,,,
"",,"Warbler, elfin-woods (Setophaga angelae) -",,,,,,,
"",913,,T,"$13,500",$250,,"$13,750",$0,"$13,750"
"",,Wherever found,,,,,,,
"",,"Warbler, Kirtland's (Setophaga kirtlandii (=",,,,,,,
"",217,,E,"$130,600","$301,346",,"$431,946","$56,366","$488,312"
"",,Dendroica kirtlandii)) - Wherever found,,,,,,,
"",,"Warbler, nightingale reed (old world warbler)",,,,,,,
"",718,,E,"$27,107",$0,,"$27,107",$0,"$27,107"
"",,(Acrocephalus luscinia) - Wherever found,,,,,,,
"",,"Warbler (=wood), Bachman's (Vermivora",,,,,,,
"",1100,,E,"$7,000",$0,,"$7,000",$100,"$7,100"
"",,bachmanii) - Wherever found,,,,,,,
"",,"Warbler (=wood), golden-cheeked (Dendroica",,,,,,,
"",244,,E,"$253,420","$127,020",,"$380,440",$0,"$380,440"
"",,chrysoparia) - Wherever found,,,,,,,
"",,"White-eye, bridled (Zosterops conspicillatus",,,,,,,
"",1054,,E,"$8,444",$0,,"$8,444",$0,"$8,444"
"",,conspicillatus) - Wherever found,,,,,,,
"",,"White-eye, Rota bridled (Zosterops rotensis) -",,,,,,,
"",646,,E,"$36,706",$0,,"$36,706",$0,"$36,706"
"",,Wherever found,,,,,,,
"",,"Woodpecker, ivory-billed (Campephilus",,,,,,,
"",690,,E,"$25,029","$5,000",,"$30,029",$0,"$30,029"
"",,principalis) - Wherever found,,,,,,,
"",,"Woodpecker, red-cockaded (Picoides borealis) -",,,,,,,
"",19,,E,"$1,631,589","$14,849,299",,"$16,480,888","$195,200","$16,676,088"
"",,Wherever found,,,,,,,
Birds subtotal,,,,"$33,211,615","$127,856,132",,"$161,067,747","$4,125,075","$165,192,822"
Reptiles,,"Alligator, American (Alligator mississippiensis)",,,,,,,
"",92,,SAT,"$156,500","$1,470,725",,"$1,627,225","$135,000","$1,762,225"
"",,- Wherever found,,,,,,,
"",,"Anole, Culebra Island giant (Anolis roosevelti) -",,,,,,,
"",1088,,E,"$7,500",$0,,"$7,500",$0,"$7,500"
"",,Wherever found,,,,,,,
"",,"Boa, Mona (Epicrates monensis monensis) -",,,,,,,
"",1210,,T,"$3,000",$0,,"$3,000",$0,"$3,000"
"",,Wherever found,,,,,,,
"",,"Boa, Puerto Rican (Epicrates inornatus) -",,,,,,,
"",621,,E,"$35,500","$5,413",,"$40,913",$0,"$40,913"
"",,Wherever found,,,,,,,
"",,"Boa, Virgin Islands tree (Chilabothrus granti) -",,,,,,,
"",724,,E,"$12,000",$0,,"$12,000","$14,556","$26,556"
"",,Wherever found,,,,,,,
"",,"Crocodile, American (Crocodylus acutus) -",,,,,,,
"",240,,T,"$39,000","$372,809",,"$411,809",$0,"$411,809"
"",,U.S.A. (FL),,,,,,,
Group Name,Rank,Species (50 CFR Part 17),Status,FWS Total,Other Fed,Federal Total,States Total,Species Total
"",,"Gartersnake, narrow-headed (Thamnophis",,,,,,
"",414,,T,"$61,500","$46,260","$107,760",$0,"$107,760"
"",,rufipunctatus) - Wherever found,,,,,,
"",,"Gartersnake, northern Mexican (Thamnophis",,,,,,
"",328,,T,"$67,000","$116,975","$183,975",$0,"$183,975"
"",,eques megalops) - Wherever found,,,,,,
"",,"Gecko, Monito (Sphaerodactylus",,,,,,
"",1163,,E,"$5,000",$0,"$5,000",$0,"$5,000"
"",,micropithecus) - Wherever found,,,,,,
"",,"Iguana, Cuban ground (Cyclura nubila nubila) -",,,,,,
"",659,,T,$0,"$33,800","$33,800",$0,"$33,800"
"",,(Cyclura nubila nubila),,,,,,
"",,"Iguana, Mona ground (Cyclura stejnegeri) -",,,,,,
"",1163,,T,"$5,000",$0,"$5,000",$0,"$5,000"
"",,Wherever found,,,,,,
"",,"Lizard, blunt-nosed leopard (Gambelia silus) -",,,,,,
"",235,,E,"$252,000","$172,335","$424,335",$0,"$424,335"
"",,Wherever found,,,,,,
"",,"Lizard, Coachella Valley fringe-toed (Uma",,,,,,
"",347,,T,"$48,000","$110,929","$158,929",$0,"$158,929"
"",,inornata) - Wherever found,,,,,,
"",,"Lizard, St. Croix ground (Ameiva polops) -",,,,,,
"",763,,E,"$20,500","$2,500","$23,000",$0,"$23,000"
"",,Wherever found,,,,,,
"",,"Massasauga (=rattlesnake), eastern (Sistrurus",,,,,,
"",145,,T,"$542,520","$309,195","$851,715","$78,607","$930,322"
"",,catenatus) - Wherever found,,,,,,
"",,"Pinesnake, black (Pituophis melanoleucus",,,,,,
"",633,,T,$0,"$38,556","$38,556",$400,"$38,956"
"",,lodingi) - Wherever found,,,,,,
"",,"Pinesnake, Louisiana (Pituophis ruthveni) -",,,,,,
"",105,,T,"$54,600","$1,362,475","$1,417,075","$7,399","$1,424,474"
"",,Wherever found,,,,,,
"",,"Rattlesnake, New Mexican ridge-nosed",,,,,,
"",844,,T,"$16,000","$1,250","$17,250",$0,"$17,250"
"",,(Crotalus willardi obscurus) - Wherever found,,,,,,
"",,"Sea turtle, green (Chelonia mydas) - Central",,,,,,
"",109,,T,"$130,231","$1,251,640","$1,381,871",$0,"$1,381,871"
"",,North Pacific DPS,,,,,,
"",,"Sea turtle, green (Chelonia mydas) - Central",,,,,,
"",166,,E,"$19,532","$699,570","$719,102",$0,"$719,102"
"",,South Pacific DPS,,,,,,
"",,"Sea turtle, green (Chelonia mydas) - Central",,,,,,
"",96,,E,"$88,920","$1,557,800","$1,646,720",$0,"$1,646,720"
"",,West Pacific DPS,,,,,,
"",,"Sea turtle, green (Chelonia mydas) - East Indian-",,,,,,
"",467,,T,"$84,784",$0,"$84,784",$0,"$84,784"
"",,West Pacific DPS,,,,,,
"",,"Sea turtle, green (Chelonia mydas) -",,,,,,
"",887,,E,"$15,000",$0,"$15,000",$0,"$15,000"
"",,Mediterranean DPS,,,,,,
"",,"Sea turtle, green (Chelonia mydas) - East",,,,,,
"",99,,T,"$66,628","$1,474,462","$1,541,090",$0,"$1,541,090"
"",,Pacific DPS,,,,,,
Group Name,Rank,Species (50 CFR Part 17),Status,FWS Total,Other Fed,Federal Total,States Total,Species Total
"",,"Sea turtle, green (Chelonia mydas) - North",,,,,,
"",80,,T,"$147,500","$2,321,002","$2,468,502","$3,000","$2,471,502"
"",,Atlantic DPS,,,,,,
"",,"Sea turtle, green (Chelonia mydas) - South",,,,,,
"",125,,T,"$50,800","$997,330","$1,048,130","$12,000","$1,060,130"
"",,Atlantic DPS,,,,,,
"",,"Sea turtle, hawksbill (Eretmochelys imbricata) -",,,,,,
"",65,,E,"$525,783","$3,220,650","$3,746,433","$1,400","$3,747,833"
"",,Wherever found,,,,,,
"",,"Sea turtle, Kemp's ridley (Lepidochelys kempii)",,,,,,
"",51,,E,"$160,500","$5,275,332","$5,435,832","$12,900","$5,448,732"
"",,- Wherever found,,,,,,
"",,"Sea turtle, leatherback (Dermochelys coriacea) -",,,,,,
"",56,,E,"$815,320","$3,893,215","$4,708,535","$6,800","$4,715,335"
"",,Wherever found,,,,,,
"",,"Sea turtle, loggerhead (Caretta caretta) -",,,,,,
"",678,,RT,$0,$0,$0,"$31,300","$31,300"
"",,Wherever found,,,,,,
"",,"Sea turtle, loggerhead (Caretta caretta) -",,,,,,
"",53,,T,"$568,206","$4,228,283","$4,796,489","$150,000","$4,946,489"
"",,Northwest Atlantic Ocean DPS,,,,,,
"",,"Sea turtle, loggerhead (Caretta caretta) - North",,,,,,
"",90,,E,"$10,907","$1,894,139","$1,905,046",$0,"$1,905,046"
"",,Pacific Ocean DPS,,,,,,
"",,"Sea turtle, loggerhead (Caretta caretta) -",,,,,,
"",887,,E,"$15,000",$0,"$15,000",$0,"$15,000"
"",,Mediterranean Sea DPS,,,,,,
"",,"Sea turtle, loggerhead (Caretta caretta) - North",,,,,,
"",430,,E,"$98,641",$0,"$98,641",$0,"$98,641"
"",,Indian Ocean DPS,,,,,,
"",,"Sea turtle, loggerhead (Caretta caretta) -",,,,,,
"",261,,E,"$73,800","$244,853","$318,653",$0,"$318,653"
"",,Northeast Atlantic Ocean DPS,,,,,,
"",,"Sea turtle, loggerhead (Caretta caretta) - South",,,,,,
"",242,,T,$0,"$390,716","$390,716",$0,"$390,716"
"",,Atlantic Ocean DPS,,,,,,
"",,"Sea turtle, olive ridley (Lepidochelys olivacea) -",,,,,,
"",183,"Wherever found, except when listed as",T,"$22,679","$576,537","$599,216",$0,"$599,216"
"",,endangered under 50 CFR 224.101,,,,,,
"",,"Sea turtle, olive ridley (Lepidochelys olivacea) -",,,,,,
"",264,Breeding colony populations on Pacific coast of,E,"$316,689",$0,"$316,689",$0,"$316,689"
"",,Mexico,,,,,,
"",,"Skink, bluetail mole (Eumeces egregius lividus)",,,,,,
"",367,,T,"$83,000","$58,106","$141,106",$0,"$141,106"
"",,- Wherever found,,,,,,
"",,"Skink, sand (Neoseps reynoldsi) - Wherever",,,,,,
"",243,,T,"$277,500","$110,725","$388,225",$0,"$388,225"
"",,found,,,,,,
"",,"Skink, Slevin's (Emoia slevini) - Wherever",,,,,,
"",544,,E,"$58,305",$0,"$58,305",$0,"$58,305"
"",,found,,,,,,
"",,"Snake, Atlantic salt marsh (Nerodia clarkii",,,,,,
"",929,,T,"$12,500",$569,"$13,069",$0,"$13,069"
"",,taeniata) - Wherever found,,,,,,
Group Name,Rank,Species (50 CFR Part 17) Status,,FWS Total,Other Fed,,Federal Total,States Total,Species Total
"",,"Snake, copperbelly water (Nerodia",,,,,,,
"",1090,erythrogaster neglecta) - Indiana north of 40 T,,$0,"$1,066",,"$1,066","$6,366","$7,432"
"",,"degrees north latitude, Michigan, Ohio",,,,,,,
"",,"Snake, copperbelly water (Nerodia",,,,,,,
"",1163,"erythrogaster neglecta) - Illinois, Kentucky, and RT",,"$5,000",$0,,"$5,000",$0,"$5,000"
"",,Indiana south of 40 degrees north latitude,,,,,,,
"",,"Snake, eastern indigo (Drymarchon corais",,,,,,,
"",101,T,,"$426,000","$891,654",,"$1,317,654","$200,000","$1,517,654"
"",,couperi) - Wherever found,,,,,,,
"",,"Snake, giant garter (Thamnophis gigas) -",,,,,,,
"",131,T,,"$589,100","$422,718",,"$1,011,818",$0,"$1,011,818"
"",,Wherever found,,,,,,,
"",,"Snake, San Francisco garter (Thamnophis",,,,,,,
"",257,E,,"$277,300","$54,594",,"$331,894",$0,"$331,894"
"",,sirtalis tetrataenia) - Wherever found,,,,,,,
"",,"Tortoise, desert (Gopherus agassizii) - AZ south",,,,,,,
"",664,"and east of Colorado R., and Mexico, when SAT",,"$33,100",$100,,"$33,200",$0,"$33,200"
"",,found outside of Mexico or said range in AZ,,,,,,,
"",,"Tortoise, desert (Gopherus agassizii) -",,,,,,,
"",26,"Wherever found, except AZ south and east of T",,"$1,805,700","$10,854,890",,"$12,660,590",$0,"$12,660,590"
"",,"Colorado R., and Mexico",,,,,,,
"",,"Tortoise, gopher (Gopherus polyphemus) -",,,,,,,
"",78,T,,"$48,500","$2,499,279",,"$2,547,779","$6,000","$2,553,779"
"",,West of Mobile and Tombigbee Rivers,,,,,,,
"",426,Tracaja (Podocnemis unifilis) - Wherever found E,,"$99,909",$0,,"$99,909",$0,"$99,909"
"",,"Turtle, Alabama red-bellied (Pseudemys",,,,,,,
"",1059,E,,$200,"$8,058",,"$8,258",$100,"$8,358"
"",,alabamensis) - Wherever found,,,,,,,
"",,"Turtle, bog (Clemmys muhlenbergii) -",,,,,,,
"",181,T,,"$285,076","$284,330",,"$569,406","$38,000","$607,406"
"",,"Wherever found, except GA, NC, SC, TN, VA",,,,,,,
"",,"Turtle, bog (Clemmys muhlenbergii) - U.S.A.",,,,,,,
"",307,SAT,,"$99,943","$4,500",,"$104,443","$115,100","$219,543"
"",,"(GA, NC, SC, TN, VA)",,,,,,,
