Common Name,Scientific Name,Area,Group,Recovery Document Date,Status,Region,Recovery Actions
Spectacled eider,Somateria fischeri,Wherever found,Birds,1996-08-12,T,Alaska Region,231.0
Blackside dace,Phoxinus cumberlandensis,Wherever found,Fishes,1988-08-17,T,Southeast Region,11.0
Spikedace,Meda fulgida,Wherever found,Fishes,1991-09-30,E,Southwest Region,34.0
Boulder darter,Etheostoma wapiti,Wherever found,Fishes,1989-07-27,E,Southeast Region,10.0
Goldline darter,Percina aurolineata,Wherever found,Fishes,2000-11-17,T,Southeast Region,28.0
Blue shiner,Cyprinella caerulea,Wherever found,Fishes,1995-08-30,T,Southeast Region,11.0
Smalleye Shiner,Notropis buccula,Wherever found,Fishes,2022-03-11,E,Southwest Region,
Pallid sturgeon,Scaphirhynchus albus,Wherever found,Fishes,2014-03-04,E,Mountain-Prairie Region,3.0
Delta smelt,Hypomesus transpacificus,Wherever found,Fishes,1996-11-26,T,California/Nevada Region,74.0
Tidewater goby,Eucyclogobius newberryi,Wherever found,Fishes,2005-12-07,E,California/Nevada Region,34.0
bluemask darter,Etheostoma akatulo,Wherever found,Fishes,1997-07-25,E,Southeast Region,11.0
Duskytail darter,Etheostoma percnurum,Wherever found,Fishes,1994-03-30,E,Southeast Region,11.0
Rio Grande Silvery Minnow,Hybognathus amarus,"Wherever found, except where listed as an experimental population",Fishes,2010-02-22,E,Southwest Region,69.0
Steller's Eider,Polysticta stelleri,AK breeding pop.,Birds,2008-08-13,T,Alaska Region,21.0
Santa Ana sucker,Catostomus santaanae,3 CA river basins,Fishes,2017-02-16,T,California/Nevada Region,
Relict darter,Etheostoma chienense,Wherever found,Fishes,1994-07-31,E,Southeast Region,11.0
White sturgeon,Acipenser transmontanus,"U.S.A. (ID, MT), Canada (B.C.), Kootenai R. system",Fishes,2019-09-23,E,Pacific Region,11.0
Etowah darter,Etheostoma etowahae,Wherever found,Fishes,2000-11-17,E,Southeast Region,30.0
Vermilion darter,Etheostoma chermocki,Wherever found,Fishes,2007-08-06,E,Southeast Region,17.0
Cumberland bean (pearlymussel),Villosa trabalis,Wherever found; Except where listed as Experimental Populations,Clams,1984-08-22,E,Southeast Region,18.0
Green blossom (pearlymussel),Epioblasma torulosa gubernaculum,Wherever found,Clams,1984-07-09,E,Southeast Region,18.0
Tubercled blossom (pearlymussel),Epioblasma torulosa torulosa,Wherever found; Except where listed as Experimental Populations,Clams,1985-01-25,E,Southeast Region,4.0
Turgid blossom (pearlymussel),Epioblasma turgidula,Wherever found; Except where listed as Experimental Populations,Clams,1985-01-25,E,Southeast Region,4.0
Yellow blossom (pearlymussel),Epioblasma florentina florentina,Wherever found; Except where listed as Experimental Populations,Clams,1985-01-25,E,Southeast Region,4.0
Purple Cat's paw (=Purple Cat's paw pearlymussel),Epioblasma obliquata obliquata,Wherever found; Except where listed as Experimental Populations,Clams,1992-03-10,E,Great Lakes-Big Rivers Region,13.0
White catspaw (pearlymussel),Epioblasma obliquata perobliqua,Wherever found,Clams,1990-01-25,E,Great Lakes-Big Rivers Region,16.0
Higgins eye (pearlymussel),Lampsilis higginsii,Wherever found,Clams,2004-07-14,E,Great Lakes-Big Rivers Region,50.0
Alabama lampmussel,Lampsilis virescens,Wherever found; Except where listed as Experimental Populations,Clams,1985-07-02,E,Southeast Region,17.0
Pale lilliput (pearlymussel),Toxolasma cylindrellus,Wherever found,Clams,1984-08-22,E,Southeast Region,18.0
Winged Mapleleaf,Quadrula fragosa,"Wherever found, except where listed as an experimental population",Clams,1997-06-25,E,Great Lakes-Big Rivers Region,77.0
Pink mucket (pearlymussel),Lampsilis abrupta,Wherever found,Clams,1985-01-24,E,Great Lakes-Big Rivers Region,6.0
Birdwing pearlymussel,Lemiox rimosus,Wherever found; Except where listed as Experimental Populations,Clams,1984-07-09,E,Southeast Region,18.0
Curtis pearlymussel,Epioblasma florentina curtisii,Wherever found,Clams,1986-02-04,E,Great Lakes-Big Rivers Region,20.0
Dromedary pearlymussel,Dromus dromas,Wherever found; Except where listed as Experimental Populations,Clams,1984-07-09,E,Southeast Region,18.0
Littlewing pearlymussel,Pegias fabula,Wherever found,Clams,1989-09-22,E,Southeast Region,10.0
White wartyback (pearlymussel),Plethobasus cicatricosus,Wherever found,Clams,1984-09-19,E,Southeast Region,18.0
Finerayed pigtoe,Fusconaia cuneolus,Wherever found; Except where listed as Experimental Populations,Clams,1984-09-19,E,Southeast Region,15.0
Rough pigtoe,Pleurobema plenum,Wherever found,Clams,1984-08-06,E,Southeast Region,18.0
Shiny pigtoe,Fusconaia cor,Wherever found; Except where listed as Experimental Populations,Clams,1984-07-09,E,Southeast Region,12.0
Orangefoot pimpleback (pearlymussel),Plethobasus cooperianus,Wherever found,Clams,1984-09-30,E,Southeast Region,18.0
Ring pink (mussel),Obovaria retusa,Wherever found,Clams,1991-03-25,E,Southeast Region,12.0
Fat pocketbook,Potamilus capax,Wherever found,Clams,1989-11-14,E,Southeast Region,10.0
Scaleshell mussel,Leptodea leptodon,Wherever found,Clams,2010-04-07,E,Great Lakes-Big Rivers Region,23.0
Tan riffleshell,Epioblasma florentina walkeri (=E. walkeri),Wherever found,Clams,1984-10-22,E,Southeast Region,12.0
Black clubshell,Pleurobema curtum,Wherever found,Clams,1989-11-14,E,Southeast Region,7.0
Southern combshell,Epioblasma penita,Wherever found,Clams,1989-11-14,E,Southeast Region,7.0
Flat pigtoe,Pleurobema marshalli,Wherever found,Clams,1989-11-14,E,Southeast Region,7.0
Heavy pigtoe,Pleurobema taitianum,Wherever found,Clams,1989-11-14,E,Southeast Region,7.0
Clubshell,Pleurobema clava,Wherever found; Except where listed as Experimental Populations,Clams,1994-09-21,E,Northeast Region,24.0
Appalachian elktoe,Alasmidonta raveneliana,Wherever found,Clams,1996-08-26,E,Southeast Region,13.0
Inflated heelsplitter,Potamilus inflatus,Wherever found,Clams,1993-04-13,T,Southeast Region,8.0
Cracking pearlymussel,Hemistena lata,Wherever found; Except where listed as Experimental Populations,Clams,1991-07-11,E,Southeast Region,12.0
Speckled pocketbook,Lampsilis streckeri,Wherever found,Clams,1992-01-02,E,Southeast Region,12.0
Stirrupshell,Quadrula stapes,Wherever found,Clams,1989-11-14,E,Southeast Region,7.0
Dwarf wedgemussel,Alasmidonta heterodon,Wherever found,Clams,1993-02-08,E,Northeast Region,17.0
Louisiana pearlshell,Margaritifera hembeli,Wherever found,Clams,2019-08-06,T,Southeast Region,8.0
Southern acornshell,Epioblasma othcaloogensis,Wherever found,Clams,2000-11-17,E,Southeast Region,28.0
Purple bankclimber (mussel),Elliptoideus sloatianus,Wherever found,Clams,2003-09-19,T,Southeast Region,27.0
Upland combshell,Epioblasma metastriata,Wherever found,Clams,2000-11-17,E,Southeast Region,29.0
Fanshell,Cyprogenia stegaria,Wherever found,Clams,1991-07-09,E,Southeast Region,12.0
Arkansas fatmucket,Lampsilis powellii,Wherever found,Clams,1992-02-10,T,Southeast Region,12.0
Carolina heelsplitter,Lasmigona decorata,Wherever found,Clams,1997-01-17,E,Southeast Region,14.0
Oval pigtoe,Pleurobema pyriforme,Wherever found,Clams,2003-09-19,E,Southeast Region,28.0
Fat threeridge (mussel),Amblema neislerii,Wherever found,Clams,2003-09-19,E,Southeast Region,27.0
Ovate clubshell,Pleurobema perovatum,Wherever found,Clams,2000-11-17,E,Southeast Region,28.0
Southern clubshell,Pleurobema decisum,Wherever found,Clams,2000-11-17,E,Southeast Region,28.0
Triangular Kidneyshell,Ptychobranchus greenii,Wherever found,Clams,2000-11-17,E,Southeast Region,29.0
Alabama moccasinshell,Medionidus acutissimus,Wherever found,Clams,2000-11-17,T,Southeast Region,29.0
Coosa moccasinshell,Medionidus parvulus,Wherever found,Clams,2000-11-17,E,Southeast Region,29.0
Dark pigtoe,Pleurobema furvum,Wherever found,Clams,2000-11-17,E,Southeast Region,28.0
Southern pigtoe,Pleurobema georgianum,Wherever found,Clams,2000-11-17,E,Southeast Region,29.0
Gulf moccasinshell,Medionidus penicillatus,Wherever found,Clams,2003-09-19,E,Southeast Region,28.0
Ochlockonee moccasinshell,Medionidus simpsonianus,Wherever found,Clams,2003-09-19,E,Southeast Region,28.0
Chipola slabshell,Elliptio chipolaensis,Wherever found,Clams,2003-09-19,T,Southeast Region,27.0
Flat-spired three-toothed Snail,Triodopsis platysayoides,Wherever found,Snails,1983-05-09,T,Northeast Region,12.0
Iowa Pleistocene snail,Discus macclintocki,Wherever found,Snails,1984-03-22,E,Great Lakes-Big Rivers Region,12.0
noonday snail,Mesodon clarki nantahala,Wherever found,Snails,1984-09-07,T,Southeast Region,15.0
Painted snake coiled forest snail,Anguispira picta,Wherever found,Snails,1982-10-14,T,Southeast Region,14.0
Stock Island tree snail,Orthalicus reses (not incl. nesodryas),Wherever found,Snails,1999-05-18,T,Southeast Region,50.0
Virginia fringed mountain snail,Polygyriscus virginianus,Wherever found,Snails,1983-05-09,E,Northeast Region,14.0
Anthony's riversnail,Athearnia anthonyi,Wherever found; Except where listed as Experimental Populations,Snails,1997-08-13,E,Southeast Region,13.0
Oahu tree snails,Achatinella spp.,Wherever found,Snails,1992-06-30,E,Pacific Region,44.0
Bliss Rapids snail,Taylorconcha serpenticola,Wherever found,Snails,1995-11-26,T,Pacific Region,41.0
Snake River physa snail,Physa natricina,Wherever found,Snails,1995-11-26,E,Pacific Region,33.0
Alamosa springsnail,Tryonia alamosae,Wherever found,Snails,1994-08-31,E,Southwest Region,15.0
Bruneau Hot springsnail,Pyrgulopsis bruneauensis,Wherever found,Snails,2002-09-30,E,Pacific Region,28.0
Tumbling Creek cavesnail,Antrobia culveri,Wherever found,Snails,2003-09-22,E,Great Lakes-Big Rivers Region,78.0
Tulotoma snail,Tulotoma magnifica,Wherever found,Snails,2000-11-17,T,Southeast Region,28.0
Socorro springsnail,Pyrgulopsis neomexicana,Wherever found,Snails,1994-08-31,E,Southwest Region,15.0
Banbury Springs limpet,Lanx sp.,Wherever found,Snails,1995-11-26,E,Pacific Region,36.0
Lacy elimia (snail),Elimia crenatella,Wherever found,Snails,2005-12-02,T,Southeast Region,28.0
Cylindrical lioplax (snail),Lioplax cyclostomaformis,Wherever found,Snails,2005-12-02,E,Southeast Region,28.0
Flat pebblesnail,Lepyrium showalteri,Wherever found,Snails,2005-12-02,E,Southeast Region,28.0
Painted rocksnail,Leptoxis taeniata,Wherever found,Snails,2005-12-02,T,Southeast Region,28.0
Plicate rocksnail,Leptoxis plicata,Wherever found,Snails,2005-12-02,E,Southeast Region,28.0
Round rocksnail,Leptoxis ampla,Wherever found,Snails,2005-12-02,T,Southeast Region,28.0
El Segundo blue butterfly,Euphilotes battoides allyni,Wherever found,Insects,1998-09-28,E,California/Nevada Region,19.0
Karner blue butterfly,Lycaeides melissa samuelis,Wherever found,Insects,2003-09-19,E,Great Lakes-Big Rivers Region,82.0
Lange's metalmark butterfly,Apodemia mormo langei,Wherever found,Insects,1984-04-25,E,California/Nevada Region,20.0
Lotis blue butterfly,Lycaeides argyrognomon lotis,Wherever found,Insects,1985-12-26,E,California/Nevada Region,34.0
Mission blue butterfly,Icaricia icarioides missionensis,Wherever found,Insects,1984-10-10,E,California/Nevada Region,36.0
Mitchell's satyr Butterfly,Neonympha mitchellii mitchellii,Wherever found,Insects,1998-04-02,E,Great Lakes-Big Rivers Region,49.0
Myrtle's silverspot butterfly,Speyeria zerene myrtleae,Wherever found,Insects,1998-09-29,E,California/Nevada Region,12.0
Quino checkerspot butterfly,Euphydryas editha quino (=E. e. wrighti),Wherever found,Insects,2003-09-17,E,California/Nevada Region,33.0
San Bruno elfin butterfly,Callophrys mossii bayensis,Wherever found,Insects,1984-10-10,E,California/Nevada Region,28.0
Smith's blue butterfly,Euphilotes enoptes smithi,Wherever found,Insects,1984-11-09,E,California/Nevada Region,72.0
Schaus swallowtail butterfly,Heraclides aristodemus ponceanus,Wherever found,Insects,1999-05-18,E,Southeast Region,58.0
Oregon silverspot butterfly,Speyeria zerene hippolyta,Wherever found,Insects,2001-08-22,T,Pacific Region,70.0
Palos Verdes blue butterfly,Glaucopsyche lygdamus palosverdesensis,Wherever found,Insects,1984-01-19,E,California/Nevada Region,28.0
Kern primrose sphinx moth,Euproserpinus euterpe,Wherever found,Insects,1984-02-08,T,California/Nevada Region,26.0
Pawnee montane skipper,Hesperia leonardus montana,Wherever found,Insects,1998-09-21,T,Mountain-Prairie Region,13.0
Delta green ground beetle,Elaphrus viridis,Wherever found,Insects,2006-03-07,T,California/Nevada Region,28.0
Valley elderberry longhorn beetle,Desmocerus californicus dimorphus,Wherever found,Insects,2019-10-04,T,California/Nevada Region,
Uncompahgre fritillary butterfly,Boloria acrocnema,Wherever found,Insects,1994-03-17,E,Mountain-Prairie Region,22.0
Bay checkerspot butterfly,Euphydryas editha bayensis,Wherever found,Insects,1998-09-30,T,California/Nevada Region,55.0
Ash Meadows naucorid,Ambrysus amargosus,Wherever found,Insects,1990-09-28,T,California/Nevada Region,12.0
American burying beetle,Nicrophorus americanus,"Wherever found, except where listed as an experimental population",Insects,1991-09-27,T,Southwest Region,20.0
Hungerford's crawling water Beetle,Brychius hungerfordi,Wherever found,Insects,2006-09-28,E,Great Lakes-Big Rivers Region,27.0
Behren's silverspot butterfly,Speyeria zerene behrensii,Wherever found,Insects,2016-04-01,E,California/Nevada Region,12.0
Hine's emerald dragonfly,Somatochlora hineana,Wherever found,Insects,2001-09-27,E,Great Lakes-Big Rivers Region,76.0
Blackburn's sphinx moth,Manduca blackburni,Wherever found,Insects,2005-09-28,E,Pacific Region,25.0
Coffin Cave mold beetle,Batrisodes texanus,Wherever found,Insects,1994-08-25,E,Southwest Region,22.0
Kretschmarr Cave mold beetle,Texamaurops reddelli,Wherever found,Insects,1994-08-25,E,Southwest Region,22.0
Tooth Cave ground beetle,Rhadine persephone,Wherever found,Insects,1994-08-25,E,Southwest Region,22.0
Fender's blue butterfly,Icaricia icarioides fenderi,Wherever found,Insects,2010-06-29,E,Pacific Region,38.0
Laguna Mountains skipper,Pyrgus ruralis lagunae,Wherever found,Insects,2019-05-06,E,California/Nevada Region,
Delhi Sands flower-loving fly,Rhaphiomidas terminatus abdominalis,Wherever found,Insects,1997-09-14,E,California/Nevada Region,22.0
Parachute beardtongue,Penstemon debilis,Wherever found,Flowering Plants,2021-12-10,T,Mountain-Prairie Region,
Western glacier stonefly,Zapada glacier,Wherever found,Insects,2021-12-14,T,Mountain-Prairie Region,
Saint Francis' satyr butterfly,Neonympha mitchellii francisci,Wherever found,Insects,1996-04-23,E,Southeast Region,7.0
Mount Hermon June beetle,Polyphylla barbata,Wherever found,Insects,1998-09-28,E,California/Nevada Region,27.0
Ohlone tiger beetle,Cicindela ohlone,Wherever found,Insects,1998-09-28,E,California/Nevada Region,23.0
Zayante band-winged grasshopper,Trimerotropis infantilis,Wherever found,Insects,1998-09-28,E,California/Nevada Region,24.0
[no common name] Beetle,Rhadine infernalis,Wherever found,Insects,2011-10-04,E,Southwest Region,9.0
Helotes mold beetle,Batrisodes venyivi,Wherever found,Insects,2011-10-04,E,Southwest Region,7.0
[no common name] Beetle,Rhadine exilis,Wherever found,Insects,2011-10-04,E,Southwest Region,9.0
Carson wandering skipper,Pseudocopaeodes eunus obscurus,Wherever found,Insects,2007-09-13,E,California/Nevada Region,34.0
Bee Creek Cave harvestman,Texella reddelli,Wherever found,Arachnids,1994-08-25,E,Southwest Region,22.0
Bone Cave harvestman,Texella reyesi,Wherever found,Arachnids,1994-08-25,E,Southwest Region,22.0
Tooth Cave pseudoscorpion,Tartarocreagris texana,Wherever found,Arachnids,1994-08-25,E,Southwest Region,22.0
Spruce-fir moss spider,Microhexura montivaga,Wherever found,Arachnids,1998-09-11,E,Southeast Region,10.0
Cokendolpher Cave Harvestman,Texella cokendolpheri,Wherever found,Arachnids,2011-10-04,E,Southwest Region,5.0
Madla Cave Meshweaver,Cicurina madla,Wherever found,Arachnids,2011-10-04,E,Southwest Region,10.0
Robber Baron Cave Meshweaver,Cicurina baronia,Wherever found,Arachnids,2011-10-04,E,Southwest Region,5.0
Dudley Bluffs bladderpod,Lesquerella congesta,Wherever found,Flowering Plants,2019-08-06,T,Mountain-Prairie Region,
Madison Cave isopod,Antrolana lira,Wherever found,Crustaceans,1996-09-30,T,Northeast Region,10.0
Dudley Bluffs twinpod,Physaria obcordata,Wherever found,Flowering Plants,2019-08-06,T,Mountain-Prairie Region,
Nashville crayfish,Orconectes shoupi,Wherever found,Crustaceans,1989-02-08,E,Southeast Region,11.0
Shasta crayfish,Pacifastacus fortis,Wherever found,Crustaceans,1998-08-28,E,California/Nevada Region,81.0
Alabama cave shrimp,Palaemonias alabamae,Wherever found,Crustaceans,1997-09-04,E,Southeast Region,14.0
California freshwater shrimp,Syncaris pacifica,Wherever found,Crustaceans,1998-07-31,E,California/Nevada Region,42.0
Kentucky cave shrimp,Palaemonias ganteri,Wherever found,Crustaceans,1988-10-07,E,Southeast Region,11.0
Socorro isopod,Thermosphaeroma thermophilus,Wherever found,Crustaceans,1982-02-16,E,Southwest Region,17.0
Illinois cave amphipod,Gammarus acherondytes,Wherever found,Crustaceans,2002-09-20,E,Great Lakes-Big Rivers Region,28.0
Lee County cave isopod,Lirceus usdagalun,Wherever found,Crustaceans,1997-09-30,E,Northeast Region,21.0
Hell Creek Cave crayfish,Cambarus zophonastes,Wherever found,Crustaceans,1988-09-26,E,Southeast Region,10.0
Benton County cave crayfish,Cambarus aculabrum,Wherever found,Crustaceans,1996-10-30,E,Southeast Region,13.0
Conservancy fairy shrimp,Branchinecta conservatio,Wherever found,Crustaceans,2006-03-07,E,California/Nevada Region,40.0
Longhorn fairy shrimp,Branchinecta longiantenna,Wherever found,Crustaceans,2006-03-07,E,California/Nevada Region,39.0
Riverside fairy shrimp,Streptocephalus woottoni,Wherever found,Crustaceans,1998-09-03,E,California/Nevada Region,11.0
Vernal pool fairy shrimp,Branchinecta lynchi,Wherever found,Crustaceans,2006-03-07,T,California/Nevada Region,59.0
Vernal pool tadpole shrimp,Lepidurus packardi,Wherever found,Crustaceans,2006-03-07,E,California/Nevada Region,48.0
San Diego fairy shrimp,Branchinecta sandiegonensis,Wherever found,Crustaceans,1998-09-03,E,California/Nevada Region,12.0
No common name,Achyranthes mutica,Wherever found,Flowering Plants,1999-07-10,E,Pacific Region,22.0
No common name,Amaranthus brownii,Wherever found,Flowering Plants,1998-03-31,E,Pacific Region,28.0
